owner,n_sells,usd_sold,dumped
0x2b6efcce98fe1e46967f8ce49bd258007c796945,0,0,0
0x4fd0c555cd6b068cc54c187606c7c259c5b9e441,0,0,0
0x856c3bb42993ba3ef6bb8525f7728c3fd5323cec,0,0,0
0x95ac1ce5132036455f91d845937052d683d29618,0,0,0
0x6cc5cbdf45ab4d171353a9fa93a13ade2f2b3e96,0,0,0
0x5184dd71fa8528a03b38c12944f841b5ebb48551,0,0,0
0x27c9fa86c91b84ddfa15de58c482ff662498d65d,0,0,0
0x08c91b9d1927c23c000b47441c656ed8eb6c9867,1,31819.612,1
0xcb7958ddf673aa8f21614346d3e1c46182a9454d,0,0,0
0x2e49980a6b329b7c655c973b705c7c669358ec20,0,0,0
0xd326262eca995fd1a037019e2ca77ef6ea91a7cc,0,0,0
0xa6fe83dcf28cc982818656ba680e03416824d5e4,0,0,0
0x963c965f1467e19207f91358cc93830dafa72f54,0,0,0
0x2c58eea5c33f58342c95bb57491a870302db99f9,0,0,0
0xefa709e53a4a525efeb0a20b59b80b8d75495d06,0,0,0
0xdd9bd62d1c08210fdda6f841ed5196b45a939625,0,0,0
0x09d0ed8d3ebf0b0b5d2a3d7096546d6d7085b8bb,0,0,0
0xac60410e7be09241f08643d9ce51570137e57683,0,0,0
0x13a90511e855afd3d36b1018a7e18a4be39368ef,0,0,0
0x7ebeb3cd6bbd80b955ccd341b85b0a299dc40e87,0,0,0
0x94f956cfc61d7cd4437c1601dcb422fb977d9bf9,0,0,0
0x2f1a7a14b32b37767562f0c5f71a53e016a89374,0,0,0
0x3a5ce926a88714749bc3da43aafbcf4de17862f5,0,0,0
0xab21b5e8197e4bb323caea31f25171a50e94cf36,0,0,0
0xdd45ca901067d65860b54d4310e37371cd92fb09,0,0,0
0x1b2b541836cda779862dee9d42f1b150866b03a9,0,0,0
0xb8becc861d7edb95871a946c671a92ec4f2a0be0,0,0,0
